"name";"url";"query";"woeid";"City"
"#GameofThrones";"http://twitter.com/search?q=%23GameofThrones";"%23GameofThrones";"754542";"Bilbao"
"Coripe";"http://twitter.com/search?q=Coripe";"Coripe";"754542";"Bilbao"
"Herrerin";"http://twitter.com/search?q=Herrerin";"Herrerin";"754542";"Bilbao"
"#GoruntzBegira";"http://twitter.com/search?q=%23GoruntzBegira";"%23GoruntzBegira";"754542";"Bilbao"
"Athletic";"http://twitter.com/search?q=Athletic";"Athletic";"754542";"Bilbao"
"Sri Lanka";"http://twitter.com/search?q=%22Sri+Lanka%22";"%22Sri+Lanka%22";"754542";"Bilbao"
"Champions";"http://twitter.com/search?q=Champions";"Champions";"754542";"Bilbao"
"Bernabéu";"http://twitter.com/search?q=Bernab%C3%A9u";"Bernab%C3%A9u";"754542";"Bilbao"
"PSOE";"http://twitter.com/search?q=PSOE";"PSOE";"754542";"Bilbao"
"#futfem";"http://twitter.com/search?q=%23futfem";"%23futfem";"754542";"Bilbao"
"#DiaDeLaTierra";"http://twitter.com/search?q=%23DiaDeLaTierra";"%23DiaDeLaTierra";"754542";"Bilbao"
"#FelizLunes";"http://twitter.com/search?q=%23FelizLunes";"%23FelizLunes";"754542";"Bilbao"
"Jack Nicholson";"http://twitter.com/search?q=%22Jack+Nicholson%22";"%22Jack+Nicholson%22";"754542";"Bilbao"
"Día de la Tierra";"http://twitter.com/search?q=%22D%C3%ADa+de+la+Tierra%22";"%22D%C3%ADa+de+la+Tierra%22";"754542";"Bilbao"
"César Manrique";"http://twitter.com/search?q=%22C%C3%A9sar+Manrique%22";"%22C%C3%A9sar+Manrique%22";"754542";"Bilbao"
"Fatality";"http://twitter.com/search?q=Fatality";"Fatality";"754542";"Bilbao"
"Rafa Guijosa";"http://twitter.com/search?q=%22Rafa+Guijosa%22";"%22Rafa+Guijosa%22";"754542";"Bilbao"
"RCDE Stadium";"http://twitter.com/search?q=%22RCDE+Stadium%22";"%22RCDE+Stadium%22";"754542";"Bilbao"
"Ida Vitale";"http://twitter.com/search?q=%22Ida+Vitale%22";"%22Ida+Vitale%22";"754542";"Bilbao"
"Madre Tierra";"http://twitter.com/search?q=%22Madre+Tierra%22";"%22Madre+Tierra%22";"754542";"Bilbao"
"Susana Griso";"http://twitter.com/search?q=%22Susana+Griso%22";"%22Susana+Griso%22";"754542";"Bilbao"
"AIReF";"http://twitter.com/search?q=AIReF";"AIReF";"754542";"Bilbao"
"#EarthDay";"http://twitter.com/search?q=%23EarthDay";"%23EarthDay";"754542";"Bilbao"
"#ELDEBATEenRTVE";"http://twitter.com/search?q=%23ELDEBATEenRTVE";"%23ELDEBATEenRTVE";"754542";"Bilbao"
"#MK11EnGAME";"http://twitter.com/search?q=%23MK11EnGAME";"%23MK11EnGAME";"754542";"Bilbao"
"#LunesDePascua";"http://twitter.com/search?q=%23LunesDePascua";"%23LunesDePascua";"754542";"Bilbao"
